litmus,family,fenced,schedule,seed,issue_stall_percent,backpressure_percent,r0,r1,outcome,herd_allowed_outcomes,status,first_mismatch,cycles,simultaneous_bank_cycles,axi_wait_cycles,rvfi_trace,event_trace,enriched_trace
CO-RR,coherence_read_read,false,5,74697,0,25,0,1,"0,1",3,PASS,none,108,0,18,build/coherent/rtl_litmus_traces/co-rr_05_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_05_events.csv,build/coherent/rtl_litmus_traces/co-rr_05_enriched.jsonl
CO-RR,coherence_read_read,false,6,74828,10,25,0,1,"0,1",3,PASS,none,111,0,8,build/coherent/rtl_litmus_traces/co-rr_06_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_06_events.csv,build/coherent/rtl_litmus_traces/co-rr_06_enriched.jsonl
CO-RR,coherence_read_read,false,7,74959,25,25,0,1,"0,1",3,PASS,none,105,0,7,build/coherent/rtl_litmus_traces/co-rr_07_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_07_events.csv,build/coherent/rtl_litmus_traces/co-rr_07_enriched.jsonl
CO-RR,coherence_read_read,false,8,75090,40,25,0,1,"0,1",3,PASS,none,121,0,9,build/coherent/rtl_litmus_traces/co-rr_08_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_08_events.csv,build/coherent/rtl_litmus_traces/co-rr_08_enriched.jsonl
CO-RR,coherence_read_read,false,9,75221,55,25,0,1,"0,1",3,PASS,none,147,0,14,build/coherent/rtl_litmus_traces/co-rr_09_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_09_events.csv,build/coherent/rtl_litmus_traces/co-rr_09_enriched.jsonl
CO-RR,coherence_read_read,false,10,75352,0,50,0,1,"0,1",3,PASS,none,112,0,29,build/coherent/rtl_litmus_traces/co-rr_10_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_10_events.csv,build/coherent/rtl_litmus_traces/co-rr_10_enriched.jsonl
CO-RR,coherence_read_read,false,11,75483,10,50,0,1,"0,1",3,PASS,none,109,0,18,build/coherent/rtl_litmus_traces/co-rr_11_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_11_events.csv,build/coherent/rtl_litmus_traces/co-rr_11_enriched.jsonl
CO-RR,coherence_read_read,false,12,75614,25,50,0,1,"0,1",3,PASS,none,117,0,10,build/coherent/rtl_litmus_traces/co-rr_12_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_12_events.csv,build/coherent/rtl_litmus_traces/co-rr_12_enriched.jsonl
CO-RR,coherence_read_read,false,13,75745,40,50,0,1,"0,1",3,PASS,none,137,0,36,build/coherent/rtl_litmus_traces/co-rr_13_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_13_events.csv,build/coherent/rtl_litmus_traces/co-rr_13_enriched.jsonl
CO-RR,coherence_read_read,false,14,75876,55,50,0,1,"0,1",3,PASS,none,145,0,20,build/coherent/rtl_litmus_traces/co-rr_14_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_14_events.csv,build/coherent/rtl_litmus_traces/co-rr_14_enriched.jsonl
CO-RR,coherence_read_read,false,15,76007,0,75,0,1,"0,1",3,PASS,none,124,0,59,build/coherent/rtl_litmus_traces/co-rr_15_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_15_events.csv,build/coherent/rtl_litmus_traces/co-rr_15_enriched.jsonl
CO-RR,coherence_read_read,false,16,76138,10,75,0,1,"0,1",3,PASS,none,124,0,39,build/coherent/rtl_litmus_traces/co-rr_16_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_16_events.csv,build/coherent/rtl_litmus_traces/co-rr_16_enriched.jsonl
CO-RR,coherence_read_read,false,17,76269,25,75,0,1,"0,1",3,PASS,none,152,0,96,build/coherent/rtl_litmus_traces/co-rr_17_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_17_events.csv,build/coherent/rtl_litmus_traces/co-rr_17_enriched.jsonl
CO-RR,coherence_read_read,false,18,76400,40,75,0,1,"0,1",3,PASS,none,123,0,43,build/coherent/rtl_litmus_traces/co-rr_18_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_18_events.csv,build/coherent/rtl_litmus_traces/co-rr_18_enriched.jsonl
CO-RR,coherence_read_read,false,19,76531,55,75,0,0,"0,0",3,PASS,none,185,0,63,build/coherent/rtl_litmus_traces/co-rr_19_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_19_events.csv,build/coherent/rtl_litmus_traces/co-rr_19_enriched.jsonl
CO-RR,coherence_read_read,false,20,76662,0,0,0,1,"0,1",3,PASS,none,100,0,1,build/coherent/rtl_litmus_traces/co-rr_20_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_20_events.csv,build/coherent/rtl_litmus_traces/co-rr_20_enriched.jsonl
CO-RR,coherence_read_read,false,21,76793,10,0,0,1,"0,1",3,PASS,none,102,0,3,build/coherent/rtl_litmus_traces/co-rr_21_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_21_events.csv,build/coherent/rtl_litmus_traces/co-rr_21_enriched.jsonl
CO-RR,coherence_read_read,false,22,76924,25,0,0,1,"0,1",3,PASS,none,105,0,3,build/coherent/rtl_litmus_traces/co-rr_22_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_22_events.csv,build/coherent/rtl_litmus_traces/co-rr_22_enriched.jsonl
CO-RR,coherence_read_read,false,23,77055,40,0,0,1,"0,1",3,PASS,none,109,0,4,build/coherent/rtl_litmus_traces/co-rr_23_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_23_events.csv,build/coherent/rtl_litmus_traces/co-rr_23_enriched.jsonl
CO-RR,coherence_read_read,false,24,77186,55,0,0,1,"0,1",3,PASS,none,129,0,6,build/coherent/rtl_litmus_traces/co-rr_24_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_24_events.csv,build/coherent/rtl_litmus_traces/co-rr_24_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,0,78141,0,0,0,1,"0,1",3,PASS,none,102,0,2,build/coherent/rtl_litmus_traces/co-rr_fence_00_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_00_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_00_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,1,78272,10,0,0,1,"0,1",3,PASS,none,103,0,2,build/coherent/rtl_litmus_traces/co-rr_fence_01_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_01_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_01_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,2,78403,25,0,0,1,"0,1",3,PASS,none,113,0,6,build/coherent/rtl_litmus_traces/co-rr_fence_02_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_02_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_02_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,3,78534,40,0,0,1,"0,1",3,PASS,none,119,0,1,build/coherent/rtl_litmus_traces/co-rr_fence_03_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_03_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_03_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,4,78665,55,0,0,1,"0,1",3,PASS,none,129,0,1,build/coherent/rtl_litmus_traces/co-rr_fence_04_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_04_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_04_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,5,78796,0,25,0,1,"0,1",3,PASS,none,106,0,11,build/coherent/rtl_litmus_traces/co-rr_fence_05_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_05_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_05_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,6,78927,10,25,0,1,"0,1",3,PASS,none,105,0,6,build/coherent/rtl_litmus_traces/co-rr_fence_06_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_06_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_06_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,7,79058,25,25,0,1,"0,1",3,PASS,none,118,0,3,build/coherent/rtl_litmus_traces/co-rr_fence_07_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_07_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_07_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,8,79189,40,25,0,1,"0,1",3,PASS,none,117,0,4,build/coherent/rtl_litmus_traces/co-rr_fence_08_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_08_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_08_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,9,79320,55,25,0,1,"0,1",3,PASS,none,142,0,9,build/coherent/rtl_litmus_traces/co-rr_fence_09_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_09_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_09_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,10,79451,0,50,0,1,"0,1",3,PASS,none,104,0,7,build/coherent/rtl_litmus_traces/co-rr_fence_10_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_10_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_10_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,11,79582,10,50,0,1,"0,1",3,PASS,none,106,0,6,build/coherent/rtl_litmus_traces/co-rr_fence_11_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_11_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_11_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,12,79713,25,50,0,1,"0,1",3,PASS,none,126,0,35,build/coherent/rtl_litmus_traces/co-rr_fence_12_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_12_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_12_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,13,79844,40,50,0,1,"0,1",3,PASS,none,139,0,29,build/coherent/rtl_litmus_traces/co-rr_fence_13_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_13_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_13_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,14,79975,55,50,0,1,"0,1",3,PASS,none,131,0,20,build/coherent/rtl_litmus_traces/co-rr_fence_14_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_14_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_14_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,15,80106,0,75,0,1,"0,1",3,PASS,none,141,0,92,build/coherent/rtl_litmus_traces/co-rr_fence_15_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_15_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_15_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,16,80237,10,75,0,2,"0,2",3,PASS,none,148,0,63,build/coherent/rtl_litmus_traces/co-rr_fence_16_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_16_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_16_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,17,80368,25,75,0,0,"0,0",3,PASS,none,146,0,51,build/coherent/rtl_litmus_traces/co-rr_fence_17_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_17_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_17_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,18,80499,40,75,0,1,"0,1",3,PASS,none,135,0,43,build/coherent/rtl_litmus_traces/co-rr_fence_18_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_18_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_18_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,19,80630,55,75,0,2,"0,2",3,PASS,none,205,0,106,build/coherent/rtl_litmus_traces/co-rr_fence_19_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_19_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_19_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,20,80761,0,0,0,1,"0,1",3,PASS,none,102,0,2,build/coherent/rtl_litmus_traces/co-rr_fence_20_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_20_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_20_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,21,80892,10,0,0,1,"0,1",3,PASS,none,103,0,2,build/coherent/rtl_litmus_traces/co-rr_fence_21_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_21_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_21_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,22,81023,25,0,0,1,"0,1",3,PASS,none,106,0,0,build/coherent/rtl_litmus_traces/co-rr_fence_22_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_22_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_22_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,23,81154,40,0,0,1,"0,1",3,PASS,none,116,0,3,build/coherent/rtl_litmus_traces/co-rr_fence_23_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_23_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_23_enriched.jsonl
CO-RR_FENCE,coherence_read_read,true,24,81285,55,0,0,1,"0,1",3,PASS,none,139,0,1,build/coherent/rtl_litmus_traces/co-rr_fence_24_rvfi.csv,build/coherent/rtl_litmus_traces/co-rr_fence_24_events.csv,build/coherent/rtl_litmus_traces/co-rr_fence_24_enriched.jsonl
CO-WW,coherence_write_write,false,0,82240,0,0,0,2,"0,2",4,PASS,none,85,0,10,build/coherent/rtl_litmus_traces/co-ww_00_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_00_events.csv,build/coherent/rtl_litmus_traces/co-ww_00_enriched.jsonl
CO-WW,coherence_write_write,false,1,82371,10,0,0,2,"0,2",4,PASS,none,87,0,10,build/coherent/rtl_litmus_traces/co-ww_01_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_01_events.csv,build/coherent/rtl_litmus_traces/co-ww_01_enriched.jsonl
CO-WW,coherence_write_write,false,2,82502,25,0,0,2,"0,2",4,PASS,none,89,0,9,build/coherent/rtl_litmus_traces/co-ww_02_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_02_events.csv,build/coherent/rtl_litmus_traces/co-ww_02_enriched.jsonl
CO-WW,coherence_write_write,false,3,82633,40,0,0,2,"0,2",4,PASS,none,97,0,7,build/coherent/rtl_litmus_traces/co-ww_03_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_03_events.csv,build/coherent/rtl_litmus_traces/co-ww_03_enriched.jsonl
CO-WW,coherence_write_write,false,4,82764,55,0,0,2,"0,2",4,PASS,none,112,0,9,build/coherent/rtl_litmus_traces/co-ww_04_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_04_events.csv,build/coherent/rtl_litmus_traces/co-ww_04_enriched.jsonl
CO-WW,coherence_write_write,false,5,82895,0,25,0,2,"0,2",4,PASS,none,85,0,10,build/coherent/rtl_litmus_traces/co-ww_05_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_05_events.csv,build/coherent/rtl_litmus_traces/co-ww_05_enriched.jsonl
CO-WW,coherence_write_write,false,6,83026,10,25,0,2,"0,2",4,PASS,none,88,0,10,build/coherent/rtl_litmus_traces/co-ww_06_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_06_events.csv,build/coherent/rtl_litmus_traces/co-ww_06_enriched.jsonl
CO-WW,coherence_write_write,false,7,83157,25,25,0,2,"0,2",4,PASS,none,93,0,5,build/coherent/rtl_litmus_traces/co-ww_07_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_07_events.csv,build/coherent/rtl_litmus_traces/co-ww_07_enriched.jsonl
CO-WW,coherence_write_write,false,8,83288,40,25,0,2,"0,2",4,PASS,none,96,0,16,build/coherent/rtl_litmus_traces/co-ww_08_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_08_events.csv,build/coherent/rtl_litmus_traces/co-ww_08_enriched.jsonl
CO-WW,coherence_write_write,false,9,83419,55,25,0,2,"0,2",4,PASS,none,133,0,21,build/coherent/rtl_litmus_traces/co-ww_09_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_09_events.csv,build/coherent/rtl_litmus_traces/co-ww_09_enriched.jsonl
CO-WW,coherence_write_write,false,10,83550,0,50,0,2,"0,2",4,PASS,none,87,0,38,build/coherent/rtl_litmus_traces/co-ww_10_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_10_events.csv,build/coherent/rtl_litmus_traces/co-ww_10_enriched.jsonl
CO-WW,coherence_write_write,false,11,83681,10,50,0,2,"0,2",4,PASS,none,90,0,9,build/coherent/rtl_litmus_traces/co-ww_11_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_11_events.csv,build/coherent/rtl_litmus_traces/co-ww_11_enriched.jsonl
CO-WW,coherence_write_write,false,12,83812,25,50,0,2,"0,2",4,PASS,none,98,0,32,build/coherent/rtl_litmus_traces/co-ww_12_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_12_events.csv,build/coherent/rtl_litmus_traces/co-ww_12_enriched.jsonl
CO-WW,coherence_write_write,false,13,83943,40,50,0,2,"0,2",4,PASS,none,103,0,29,build/coherent/rtl_litmus_traces/co-ww_13_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_13_events.csv,build/coherent/rtl_litmus_traces/co-ww_13_enriched.jsonl
CO-WW,coherence_write_write,false,14,84074,55,50,0,2,"0,2",4,PASS,none,115,0,39,build/coherent/rtl_litmus_traces/co-ww_14_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_14_events.csv,build/coherent/rtl_litmus_traces/co-ww_14_enriched.jsonl
CO-WW,coherence_write_write,false,15,84205,0,75,0,2,"0,2",4,PASS,none,99,0,59,build/coherent/rtl_litmus_traces/co-ww_15_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_15_events.csv,build/coherent/rtl_litmus_traces/co-ww_15_enriched.jsonl
CO-WW,coherence_write_write,false,16,84336,10,75,0,2,"0,2",4,PASS,none,124,0,105,build/coherent/rtl_litmus_traces/co-ww_16_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_16_events.csv,build/coherent/rtl_litmus_traces/co-ww_16_enriched.jsonl
CO-WW,coherence_write_write,false,17,84467,25,75,0,2,"0,2",4,PASS,none,118,0,93,build/coherent/rtl_litmus_traces/co-ww_17_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_17_events.csv,build/coherent/rtl_litmus_traces/co-ww_17_enriched.jsonl
CO-WW,coherence_write_write,false,18,84598,40,75,0,2,"0,2",4,PASS,none,122,0,81,build/coherent/rtl_litmus_traces/co-ww_18_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_18_events.csv,build/coherent/rtl_litmus_traces/co-ww_18_enriched.jsonl
CO-WW,coherence_write_write,false,19,84729,55,75,0,2,"0,2",4,PASS,none,135,0,25,build/coherent/rtl_litmus_traces/co-ww_19_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_19_events.csv,build/coherent/rtl_litmus_traces/co-ww_19_enriched.jsonl
CO-WW,coherence_write_write,false,20,84860,0,0,0,2,"0,2",4,PASS,none,85,0,10,build/coherent/rtl_litmus_traces/co-ww_20_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_20_events.csv,build/coherent/rtl_litmus_traces/co-ww_20_enriched.jsonl
CO-WW,coherence_write_write,false,21,84991,10,0,0,2,"0,2",4,PASS,none,89,0,8,build/coherent/rtl_litmus_traces/co-ww_21_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_21_events.csv,build/coherent/rtl_litmus_traces/co-ww_21_enriched.jsonl
CO-WW,coherence_write_write,false,22,85122,25,0,0,2,"0,2",4,PASS,none,94,0,3,build/coherent/rtl_litmus_traces/co-ww_22_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_22_events.csv,build/coherent/rtl_litmus_traces/co-ww_22_enriched.jsonl
CO-WW,coherence_write_write,false,23,85253,40,0,0,2,"0,2",4,PASS,none,105,0,3,build/coherent/rtl_litmus_traces/co-ww_23_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_23_events.csv,build/coherent/rtl_litmus_traces/co-ww_23_enriched.jsonl
CO-WW,coherence_write_write,false,24,85384,55,0,0,2,"0,2",4,PASS,none,112,0,7,build/coherent/rtl_litmus_traces/co-ww_24_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_24_events.csv,build/coherent/rtl_litmus_traces/co-ww_24_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,0,86339,0,0,0,2,"0,2",4,PASS,none,114,0,12,build/coherent/rtl_litmus_traces/co-ww_fence_00_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_00_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_00_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,1,86470,10,0,0,2,"0,2",4,PASS,none,116,0,11,build/coherent/rtl_litmus_traces/co-ww_fence_01_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_01_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_01_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,2,86601,25,0,0,2,"0,2",4,PASS,none,126,0,9,build/coherent/rtl_litmus_traces/co-ww_fence_02_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_02_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_02_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,3,86732,40,0,0,2,"0,2",4,PASS,none,132,0,14,build/coherent/rtl_litmus_traces/co-ww_fence_03_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_03_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_03_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,4,86863,55,0,0,2,"0,2",4,PASS,none,136,0,10,build/coherent/rtl_litmus_traces/co-ww_fence_04_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_04_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_04_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,5,86994,0,25,0,2,"0,2",4,PASS,none,117,0,18,build/coherent/rtl_litmus_traces/co-ww_fence_05_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_05_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_05_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,6,87125,10,25,0,2,"0,2",4,PASS,none,124,0,19,build/coherent/rtl_litmus_traces/co-ww_fence_06_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_06_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_06_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,7,87256,25,25,0,2,"0,2",4,PASS,none,126,0,12,build/coherent/rtl_litmus_traces/co-ww_fence_07_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_07_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_07_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,8,87387,40,25,0,2,"0,2",4,PASS,none,130,0,20,build/coherent/rtl_litmus_traces/co-ww_fence_08_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_08_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_08_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,9,87518,55,25,0,1,"0,1",4,PASS,none,138,0,14,build/coherent/rtl_litmus_traces/co-ww_fence_09_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_09_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_09_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,10,87649,0,50,0,3,"0,3",4,PASS,none,136,0,38,build/coherent/rtl_litmus_traces/co-ww_fence_10_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_10_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_10_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,11,87780,10,50,0,3,"0,3",4,PASS,none,141,0,45,build/coherent/rtl_litmus_traces/co-ww_fence_11_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_11_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_11_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,12,87911,25,50,0,3,"0,3",4,PASS,none,141,0,31,build/coherent/rtl_litmus_traces/co-ww_fence_12_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_12_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_12_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,13,88042,40,50,0,2,"0,2",4,PASS,none,134,0,32,build/coherent/rtl_litmus_traces/co-ww_fence_13_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_13_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_13_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,14,88173,55,50,0,1,"0,1",4,PASS,none,155,0,22,build/coherent/rtl_litmus_traces/co-ww_fence_14_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_14_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_14_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,15,88304,0,75,0,3,"0,3",4,PASS,none,174,0,96,build/coherent/rtl_litmus_traces/co-ww_fence_15_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_15_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_15_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,16,88435,10,75,0,1,"0,1",4,PASS,none,148,0,84,build/coherent/rtl_litmus_traces/co-ww_fence_16_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_16_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_16_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,17,88566,25,75,0,3,"0,3",4,PASS,none,181,0,106,build/coherent/rtl_litmus_traces/co-ww_fence_17_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_17_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_17_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,18,88697,40,75,0,1,"0,1",4,PASS,none,145,0,45,build/coherent/rtl_litmus_traces/co-ww_fence_18_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_18_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_18_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,19,88828,55,75,0,2,"0,2",4,PASS,none,206,0,131,build/coherent/rtl_litmus_traces/co-ww_fence_19_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_19_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_19_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,20,88959,0,0,0,2,"0,2",4,PASS,none,114,0,12,build/coherent/rtl_litmus_traces/co-ww_fence_20_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_20_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_20_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,21,89090,10,0,0,2,"0,2",4,PASS,none,114,0,11,build/coherent/rtl_litmus_traces/co-ww_fence_21_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_21_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_21_enriched.jsonl
CO-WW_FENCE,coherence_write_write,true,22,89221,25,0,0,2,"0,2",4,PASS,none,117,0,10,build/coherent/rtl_litmus_traces/co-ww_fence_22_rvfi.csv,build/coherent/rtl_litmus_traces/co-ww_fence_22_events.csv,build/coherent/rtl_litmus_traces/co-ww_fence_22_enriched.jsonl
