litmus,family,fenced,schedule,seed,r0,r1,outcome,oracle,status,forbidden,invariant_failure,trace
WRC,write_read_causality,false,18,21461,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_18.jsonl
WRC,write_read_causality,false,19,21558,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_19.jsonl
WRC,write_read_causality,false,20,21655,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_20.jsonl
WRC,write_read_causality,false,21,21752,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_21.jsonl
WRC,write_read_causality,false,22,21849,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_22.jsonl
WRC,write_read_causality,false,23,21946,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_23.jsonl
WRC,write_read_causality,false,24,22043,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_24.jsonl
WRC_FENCE,write_read_causality,true,0,20163,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_00.jsonl
WRC_FENCE,write_read_causality,true,1,20260,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_01.jsonl
WRC_FENCE,write_read_causality,true,2,20357,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_02.jsonl
WRC_FENCE,write_read_causality,true,3,20454,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_03.jsonl
WRC_FENCE,write_read_causality,true,4,20551,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_04.jsonl
WRC_FENCE,write_read_causality,true,5,20648,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_05.jsonl
WRC_FENCE,write_read_causality,true,6,20745,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_06.jsonl
WRC_FENCE,write_read_causality,true,7,20842,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_07.jsonl
WRC_FENCE,write_read_causality,true,8,20939,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_08.jsonl
WRC_FENCE,write_read_causality,true,9,21036,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_09.jsonl
WRC_FENCE,write_read_causality,true,10,21133,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_10.jsonl
WRC_FENCE,write_read_causality,true,11,21230,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_11.jsonl
WRC_FENCE,write_read_causality,true,12,21327,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_12.jsonl
WRC_FENCE,write_read_causality,true,13,21424,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_13.jsonl
WRC_FENCE,write_read_causality,true,14,21521,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_14.jsonl
WRC_FENCE,write_read_causality,true,15,21618,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_15.jsonl
WRC_FENCE,write_read_causality,true,16,21715,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_16.jsonl
WRC_FENCE,write_read_causality,true,17,21812,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_17.jsonl
WRC_FENCE,write_read_causality,true,18,21909,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_18.jsonl
WRC_FENCE,write_read_causality,true,19,22006,0,0,"0,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_19.jsonl
WRC_FENCE,write_read_causality,true,20,22103,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_20.jsonl
WRC_FENCE,write_read_causality,true,21,22200,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_21.jsonl
WRC_FENCE,write_read_causality,true,22,22297,0,1,"0,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_22.jsonl
WRC_FENCE,write_read_causality,true,23,22394,1,1,"1,1",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_23.jsonl
WRC_FENCE,write_read_causality,true,24,22491,1,0,"1,0",pinned_rvwmo_predicate,PASS,false,none,build/coherent/litmus_traces/wrc_fence_24.jsonl
